Class Name, Initialization Kind, Reason for Initialization
java.lang.Double[], BUILD_TIME, arrays are initialized at build time
java.lang.Enum, BUILD_TIME, super type of com.oracle.svm.core.posix.headers.Signal$DarwinSignalEnum and super type of com.oracle.svm.core.posix.headers.Time$TimerTypeEnum and super type of com.oracle.svm.core.posix.headers.Signal$SignalEnum and super type of com.oracle.svm.core.jni.headers.JNIObjectRefType
java.lang.Enum[], BUILD_TIME, arrays are initialized at build time
java.lang.Error, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Exception, BUILD_TIME, super type of org.ietf.jgss.GSSException
java.lang.ExceptionInInitializerError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.FdLibm, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.FdLibm$Cbrt, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.FdLibm$Hypot, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.FdLibm$Pow, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Float, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.FunctionalInterface, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.FunctionalInterface[], BUILD_TIME, arrays are initialized at build time
java.lang.IllegalAccessError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IllegalAccessException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IllegalArgumentException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IllegalCallerException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IllegalMonitorStateException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IllegalStateException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IllegalThreadStateException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IncompatibleClassChangeError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.IndexOutOfBoundsException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.InstantiationError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.InstantiationException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Integer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Integer$IntegerCache, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Integer[], BUILD_TIME, arrays are initialized at build time
java.lang.InternalError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.InterruptedException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Iterable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Iterable[], BUILD_TIME, arrays are initialized at build time
java.lang.LinkageError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Long, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Long$LongCache, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Long[], BUILD_TIME, arrays are initialized at build time
java.lang.Math, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Module, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Module$ReflectionData, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ModuleLayer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ModuleLayer$$Lambda$884/0x0000000300f6ce38, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NamedPackage, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NegativeArraySizeException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NoClassDefFoundError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NoSuchFieldError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NoSuchFieldException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NoSuchMethodError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NoSuchMethodException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NullPointerException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Number, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.NumberFormatException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Number[], BUILD_TIME, arrays are initialized at build time
java.lang.Number[][], BUILD_TIME, arrays are initialized at build time
java.lang.Object, BUILD_TIME, super type of sun.security.util.UntrustedCertificates and super type of java.util.Dictionary and super type of java.security.Provider$Service and super type of java.text.AttributedCharacterIterator$Attribute and super type of java.awt.font.NumericShaper and super type of java.awt.font.JavaAWTFontAccessImpl and super type of org.ietf.jgss.Oid and super type of java.lang.Throwable and super type of com.oracle.svm.core.SubstrateUtil$Target_com_oracle_svm_core_SubstrateUtil and super type of com.oracle.svm.core.SubstrateUtil$Target_java_io_FileOutputStream and others
java.lang.Object[], BUILD_TIME, arrays are initialized at build time
java.lang.Object[][], BUILD_TIME, arrays are initialized at build time
java.lang.OutOfMemoryError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Package, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Package$VersionInfo, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$ExternalData, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringEntry, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringEntrySet, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringEntrySet$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringEntrySet$2, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringEnvironment, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringKeySet, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$StringKeySet$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$Value, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ProcessEnvironment$Variable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.PublicMethods, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.PublicMethods$Key, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.PublicMethods$MethodList, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Readable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Record, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ReflectiveOperationException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Runnable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Runnable[], BUILD_TIME, arrays are initialized at build time
java.lang.Runtime, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.RuntimeException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.RuntimePermission, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.SecurityException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.SecurityManager, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Short, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Short$ShortCache, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Short[], BUILD_TIME, arrays are initialized at build time
java.lang.Shutdown, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Shutdown$Lock, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StackOverflowError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StackTraceElement, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StackTraceElement[], BUILD_TIME, arrays are initialized at build time
java.lang.StackWalker, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StackWalker$Option, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StackWalker$Option[], BUILD_TIME, arrays are initialized at build time
java.lang.StackWalker$StackFrame, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StrictMath, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.String, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.String$CaseInsensitiveComparator, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringBuffer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringBuffer[], BUILD_TIME, arrays are initialized at build time
java.lang.StringBuilder, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringBuilder[], BUILD_TIME, arrays are initialized at build time
java.lang.StringCoding, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringConcatHelper, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringIndexOutOfBoundsException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringLatin1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringLatin1$CharsSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringUTF16, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringUTF16$CharsSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.StringUTF16$CodePointsSpliterator, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.String[], BUILD_TIME, arrays are initialized at build time
java.lang.String[][], BUILD_TIME, arrays are initialized at build time
java.lang.System, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.System$2, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.System$Logger, BUILD_TIME, super type of com.sun.jmx.remote.util.ClassLogger
java.lang.System$Logger$Level, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.System$Logger$Level[], BUILD_TIME, arrays are initialized at build time
java.lang.System$LoggerFinder, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.System$LoggerFinder$$Lambda$449/0x0000000300df1408, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Thread, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Thread$State, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Thread$State[], BUILD_TIME, arrays are initialized at build time
java.lang.Thread$UncaughtExceptionHandler, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Thread$UncaughtExceptionHandler[], BUILD_TIME, arrays are initialized at build time
java.lang.ThreadDeath, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ThreadGroup, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ThreadGroup[], BUILD_TIME, arrays are initialized at build time
java.lang.ThreadLocal, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ThreadLocal$ThreadLocalMap, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ThreadLocal$ThreadLocalMap$Entry, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.ThreadLocal$ThreadLocalMap$Entry[], BUILD_TIME, arrays are initialized at build time
java.lang.Thread[], BUILD_TIME, arrays are initialized at build time
java.lang.Throwable, BUILD_TIME, super type of java.lang.Exception
java.lang.Throwable$PrintStreamOrWriter, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Throwable$WrappedPrintStream, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Throwable$WrappedPrintWriter, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Throwable[], BUILD_TIME, arrays are initialized at build time
java.lang.TypeNotPresentException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.UnsatisfiedLinkError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.UnsupportedOperationException, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.VirtualMachineError, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.Void, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.WeakPairMap, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.WeakPairMap$Pair, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.WeakPairMap$Pair$Lookup, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.WeakPairMap$WeakRefPeer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.Annotation, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.Annotation[], BUILD_TIME, arrays are initialized at build time
java.lang.annotation.Documented, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.Documented[], BUILD_TIME, arrays are initialized at build time
java.lang.annotation.ElementType, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.ElementType[], BUILD_TIME, arrays are initialized at build time
java.lang.annotation.Retention, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.RetentionPolicy, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.RetentionPolicy[], BUILD_TIME, arrays are initialized at build time
java.lang.annotation.Retention[], BUILD_TIME, arrays are initialized at build time
java.lang.annotation.Target, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.annotation.Target[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.ClassDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.ClassDesc[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.Constable, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.Constable[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.Constable[][], BUILD_TIME, arrays are initialized at build time
java.lang.constant.ConstantDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.ConstantDesc[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.ConstantDesc[][], BUILD_TIME, arrays are initialized at build time
java.lang.constant.ConstantDescs, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.ConstantUtils, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.DirectMethodHandleDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.DirectMethodHandleDesc$Kind, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.DirectMethodHandleDesc$Kind[], BUILD_TIME, arrays are initialized at build time
java.lang.constant.DirectMethodHandleDescImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.DynamicConstantDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.MethodHandleDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.MethodTypeDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.MethodTypeDesc$$Lambda$1308/0x00000003011af5c8, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.MethodTypeDescImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.PrimitiveClassDescImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.constant.ReferenceClassDescImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Specializer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Specializer$Factory, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$SpeciesData, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$SpeciesData[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_I, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_L, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LJ, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLLLLLL, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.ClassSpecializer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.ClassSpecializer$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.ClassSpecializer$Factory, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.ClassSpecializer$SpeciesData, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.ClassSpecializer$SpeciesData[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.DelegatingMethodHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle$2, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle$Accessor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle$Constructor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle$Interface, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle$Special, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.DirectMethodHandle$StaticAccessor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.InvokerBytecodeGenerator, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.Invokers, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.Invokers$Holder, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$BasicType, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$BasicType[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.LambdaForm$Kind, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$Kind[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.LambdaForm$MH/0x00000003011d6c00, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$MH/0x0000000301247000, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$Name, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$Name[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.LambdaForm$Name[][], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.LambdaForm$NamedFunction, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaForm$NamedFunction[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.LambdaFormBuffer, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaFormEditor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaFormEditor$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaFormEditor$Transform, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaFormEditor$TransformKey, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.LambdaFormEditor$Transform[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.LambdaForm[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.MemberName, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MemberName$Factory, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MemberName[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.MethodHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandle$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$2, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$ArrayAccess, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$ArrayAccess[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.MethodHandleImpl$ArrayAccessor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$ArrayAccessor$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$AsVarargsCollector, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$CountingWrapper, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$CountingWrapper$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$Intrinsic, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$IntrinsicMethodHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$Intrinsic[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.MethodHandleImpl$Makers, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$Makers$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$Makers$2, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleImpl$Makers$3, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleNatives, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleNatives$Constants, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandleStatics, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandle[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.MethodHandles, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandles$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodHandles$Lookup, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodType, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodType$ConcurrentWeakInternSet, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodTypeForm, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.MethodType[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.SerializedLambda, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.SimpleMethodHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.TypeDescriptor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.TypeDescriptor$OfField, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.TypeDescriptor$OfField[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.TypeDescriptor$OfMethod, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.TypeDescriptor$OfMethod[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.TypeDescriptor[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.VarForm, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$1, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$2, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$AccessDescriptor, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$AccessMode, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$AccessMode[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.VarHandle$AccessType, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$AccessType[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.VarHandle$TypesAndInvokers, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$VarHandleDesc, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$VarHandleDesc$Kind, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandle$VarHandleDesc$Kind[], BUILD_TIME, arrays are initialized at build time
java.lang.invoke.VarHandleBooleans, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBooleans$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBooleans$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBooleans$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBooleans$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsInts, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsInts$ArrayHandle$$Lambda$347/0x0000000300d39318, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsInts$ByteArrayViewVarHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsLongs, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsLongs$ArrayHandle$$Lambda$348/0x0000000300d39c80, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayAsLongs$ByteArrayViewVarHandle, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleByteArrayBase, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBytes, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBytes$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBytes$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBytes$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleBytes$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleChars, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleChars$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleChars$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleChars$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleChars$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleDoubles, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleDoubles$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleDoubles$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleDoubles$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleDoubles$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleFloats, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleFloats$FieldInstanceReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleFloats$FieldInstanceReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleFloats$FieldStaticReadOnly, BUILD_TIME, Core JDK classes are initialized at build time
java.lang.invoke.VarHandleFloats$FieldStaticReadWrite, BUILD_TIME, Core JDK classes are initialized at build time
